GeneID	resource	identifier
286	HGNC	HGNC:492
286	Ensembl	ENSG00000029534
286	HPRD	01693
286	Vega	OTTHUMG00000150281
287	MIM	106410
287	HGNC	HGNC:493
287	Ensembl	ENSG00000145362
287	HPRD	00110
287	Vega	OTTHUMG00000132912
288	MIM	600465
288	HGNC	HGNC:494
288	Ensembl	ENSG00000151150
288	HPRD	02715
288	Vega	OTTHUMG00000018288
289	MIM	301590
289	HGNC	HGNC:498
290	MIM	151530
290	HGNC	HGNC:500
290	Ensembl	ENSG00000166825
290	HPRD	01055
290	Vega	OTTHUMG00000149814
291	MIM	103220
291	HGNC	HGNC:10990
291	Ensembl	ENSG00000151729
291	HPRD	00058
291	Vega	OTTHUMG00000134299
292	MIM	300150
292	HGNC	HGNC:10991
292	Ensembl	ENSG00000005022
292	HPRD	02147
292	Vega	OTTHUMG00000022715
293	MIM	300151
293	MIM	403000
293	HGNC	HGNC:10992
293	HPRD	02461
301	MIM	151690
301	HGNC	HGNC:533
301	Ensembl	ENSG00000135046
301	HPRD	01060
301	Vega	OTTHUMG00000020016
302	MIM	151740
302	HGNC	HGNC:537
302	Ensembl	ENSG00000182718
302	HPRD	01061
302	Vega	OTTHUMG00000132763
303	HGNC	HGNC:538
304	HGNC	HGNC:539
305	HGNC	HGNC:540
306	MIM	106490
306	HGNC	HGNC:541
306	Ensembl	ENSG00000138772
306	HPRD	00111
306	Vega	OTTHUMG00000130198
307	MIM	106491
307	HGNC	HGNC:542
307	Ensembl	ENSG00000196975
307	HPRD	00112
307	Vega	OTTHUMG00000129649
308	MIM	131230
308	HGNC	HGNC:543
308	Ensembl	ENSG00000164111
308	HPRD	00568
308	Vega	OTTHUMG00000133034
309	MIM	114070
309	HGNC	HGNC:544
309	Ensembl	ENSG00000197043
309	HPRD	00231
309	Vega	OTTHUMG00000164179
310	MIM	186360
310	HGNC	HGNC:545
310	Ensembl	ENSG00000138279
310	HPRD	01720
310	Vega	OTTHUMG00000018463
311	MIM	602572
311	HGNC	HGNC:535
311	Ensembl	ENSG00000122359
311	HPRD	03983
311	Vega	OTTHUMG00000018604
312	MIM	602573
312	HGNC	HGNC:536
312	Ensembl	ENSG00000104537
312	HPRD	03984
312	Vega	OTTHUMG00000164987
313	MIM	102593
313	HGNC	HGNC:548
313	Ensembl	ENSG00000136250
313	HPRD	00027
313	Vega	OTTHUMG00000023566
314	MIM	602268
314	HGNC	HGNC:549
314	Ensembl	ENSG00000131480
314	HPRD	11889
314	Vega	OTTHUMG00000180655
316	MIM	602841
316	HGNC	HGNC:553
316	Ensembl	ENSG00000138356
316	HPRD	07537
316	Vega	OTTHUMG00000154536
317	MIM	602233
317	HGNC	HGNC:576
317	Ensembl	ENSG00000120868
317	HPRD	03755
317	Vega	OTTHUMG00000170214
318	MIM	602852
318	HGNC	HGNC:8049
318	Ensembl	ENSG00000164978
318	HPRD	04168
318	Vega	OTTHUMG00000019817
319	MIM	107760
319	HGNC	HGNC:615
319	Ensembl	ENSG00000175336
319	HPRD	00137
319	Vega	OTTHUMG00000170715
320	MIM	602414
320	HGNC	HGNC:578
320	Ensembl	ENSG00000107282
320	HPRD	03879
320	Vega	OTTHUMG00000019984
321	MIM	602712
321	HGNC	HGNC:579
321	Ensembl	ENSG00000034053
321	HPRD	04090
321	Vega	OTTHUMG00000129255
322	MIM	602709
322	HGNC	HGNC:581
322	Ensembl	ENSG00000166313
322	HPRD	04087
322	Vega	OTTHUMG00000165454
323	MIM	602710
323	HGNC	HGNC:582
323	Ensembl	ENSG00000163697
323	HPRD	04088
323	Vega	OTTHUMG00000160416
324	MIM	611731
324	HGNC	HGNC:583
324	Ensembl	ENSG00000134982
324	HPRD	01439
324	Vega	OTTHUMG00000128806
325	MIM	104770
325	HGNC	HGNC:584
325	Ensembl	ENSG00000132703
325	HPRD	00101
325	Vega	OTTHUMG00000022741
326	MIM	607358
326	HGNC	HGNC:360
326	Ensembl	ENSG00000160224
326	HPRD	06301
326	Vega	OTTHUMG00000086921
327	MIM	102645
327	HGNC	HGNC:586
327	Ensembl	ENSG00000164062
327	HPRD	00034
327	Vega	OTTHUMG00000156882
328	MIM	107748
328	HGNC	HGNC:587
328	Ensembl	ENSG00000100823
328	HPRD	00136
328	Vega	OTTHUMG00000029544
329	MIM	601712
329	HGNC	HGNC:590
329	Ensembl	ENSG00000110330
329	HPRD	03419
329	Vega	OTTHUMG00000167325
330	MIM	601721
330	HGNC	HGNC:591
330	Ensembl	ENSG00000023445
330	HPRD	03426
330	Vega	OTTHUMG00000167324
331	MIM	300079
331	HGNC	HGNC:592
331	Ensembl	ENSG00000101966
331	HPRD	02094
331	Vega	OTTHUMG00000022336
332	MIM	603352
332	HGNC	HGNC:593
332	Ensembl	ENSG00000089685
332	HPRD	04520
332	Vega	OTTHUMG00000177505
333	MIM	104775
333	HGNC	HGNC:597
333	Ensembl	ENSG00000105290
333	HPRD	00102
333	Vega	OTTHUMG00000180692
334	MIM	104776
334	HGNC	HGNC:598
334	Ensembl	ENSG00000084234
334	HPRD	00103
334	Vega	OTTHUMG00000165767
335	MIM	107680
335	HGNC	HGNC:600
335	Ensembl	ENSG00000118137
335	HPRD	02517
335	Vega	OTTHUMG00000046112
336	MIM	107670
336	HGNC	HGNC:601
336	Ensembl	ENSG00000158874
336	HPRD	00129
336	Vega	OTTHUMG00000034346
337	MIM	107690
337	HGNC	HGNC:602
337	Ensembl	ENSG00000110244
337	HPRD	00130
337	Vega	OTTHUMG00000046110
338	MIM	107730
338	HGNC	HGNC:603
338	Ensembl	ENSG00000084674
338	HPRD	00133
338	Vega	OTTHUMG00000090785
339	MIM	600130
339	HGNC	HGNC:604
339	Ensembl	ENSG00000111701
339	HPRD	02531
339	Vega	OTTHUMG00000141288
341	MIM	107710
341	HGNC	HGNC:607
341	Ensembl	ENSG00000130208
341	HPRD	00131
341	Vega	OTTHUMG00000180844
342	HGNC	HGNC:608
342	Ensembl	ENSG00000214855
343	MIM	603750
343	HGNC	HGNC:642
343	Ensembl	ENSG00000103375
343	HPRD	04778
343	Vega	OTTHUMG00000097013
344	MIM	608083
344	HGNC	HGNC:609
344	Ensembl	ENSG00000224916
344	HPRD	07457
345	MIM	107720
345	HGNC	HGNC:610
345	Ensembl	ENSG00000110245
345	HPRD	00132
345	Vega	OTTHUMG00000046115
346	MIM	600745
346	HGNC	HGNC:611
346	Ensembl	ENSG00000267467
346	HPRD	02848
346	Vega	OTTHUMG00000180845
347	MIM	107740
347	HGNC	HGNC:612
347	Ensembl	ENSG00000189058
347	HPRD	00134
347	Vega	OTTHUMG00000155854
348	MIM	107741
348	HGNC	HGNC:613
348	Ensembl	ENSG00000130203
348	HPRD	00135
348	Vega	OTTHUMG00000128901
350	MIM	138700
350	HGNC	HGNC:616
350	Ensembl	ENSG00000091583
350	HPRD	00728
350	Vega	OTTHUMG00000179530
351	MIM	104760
351	HGNC	HGNC:620
351	Ensembl	ENSG00000142192
351	HPRD	00100
351	Vega	OTTHUMG00000078438
353	MIM	102600
353	HGNC	HGNC:626
353	Ensembl	ENSG00000198931
353	HPRD	00029
353	Vega	OTTHUMG00000175454
354	MIM	176820
354	HGNC	HGNC:6364
354	Ensembl	ENSG00000142515
354	HPRD	01461
354	Vega	OTTHUMG00000182867
355	MIM	134637
355	HGNC	HGNC:11920
355	Ensembl	ENSG00000026103
355	HPRD	00609
355	Vega	OTTHUMG00000018701
356	MIM	134638
356	HGNC	HGNC:11936
356	Ensembl	ENSG00000117560
356	HPRD	00610
356	Vega	OTTHUMG00000034841
357	MIM	300103
357	HGNC	HGNC:630
357	Ensembl	ENSG00000146950
357	HPRD	02113
357	Vega	OTTHUMG00000021121
358	MIM	107776
358	HGNC	HGNC:633
358	Ensembl	ENSG00000240583
358	HPRD	00140
358	Vega	OTTHUMG00000023944
359	MIM	107777
359	HGNC	HGNC:634
359	Ensembl	ENSG00000167580
359	HPRD	00141
359	Vega	OTTHUMG00000169709
360	MIM	600170
360	HGNC	HGNC:636
360	Ensembl	ENSG00000165272
360	HPRD	08970
360	Vega	OTTHUMG00000019769
361	MIM	600308
361	HGNC	HGNC:637
361	Ensembl	ENSG00000171885
361	HPRD	02631
361	Vega	OTTHUMG00000131955
362	MIM	600442
362	HGNC	HGNC:638
362	HPRD	02706
363	MIM	601383
363	HGNC	HGNC:639
363	Ensembl	ENSG00000086159
363	HPRD	03226
364	MIM	602974
364	HGNC	HGNC:640
364	Ensembl	ENSG00000165269
364	HPRD	04277
364	Vega	OTTHUMG00000019773
366	MIM	602914
366	HGNC	HGNC:643
366	Ensembl	ENSG00000103569
366	HPRD	04223
366	Vega	OTTHUMG00000132631
367	MIM	313700
367	HGNC	HGNC:644
367	Ensembl	ENSG00000169083
367	HPRD	02437
367	Vega	OTTHUMG00000021740
368	MIM	603234
368	HGNC	HGNC:57
368	Ensembl	ENSG00000091262
368	HPRD	04453
368	Vega	OTTHUMG00000129967
369	MIM	311010
369	HGNC	HGNC:646
369	Ensembl	ENSG00000078061
369	HPRD	02405
369	Vega	OTTHUMG00000021446
372	MIM	600820
372	HGNC	HGNC:649
372	Ensembl	ENSG00000095139
372	HPRD	02893
372	Vega	OTTHUMG00000166340
373	MIM	601747
373	HGNC	HGNC:660
373	Ensembl	ENSG00000113595
373	HPRD	03449
373	Vega	OTTHUMG00000097802
374	MIM	104640
374	HGNC	HGNC:651
374	Ensembl	ENSG00000109321
374	HPRD	00093
374	Vega	OTTHUMG00000130006
375	MIM	103180
375	HGNC	HGNC:652
375	Ensembl	ENSG00000143761
375	HPRD	00054
375	Vega	OTTHUMG00000037595
377	MIM	103190
377	HGNC	HGNC:654
377	Ensembl	ENSG00000134287
377	HPRD	00056
377	Vega	OTTHUMG00000168080
378	MIM	601177
378	HGNC	HGNC:655
378	Ensembl	ENSG00000168374
378	HPRD	03107
378	Vega	OTTHUMG00000158601
379	MIM	600732
379	HGNC	HGNC:656
379	Ensembl	ENSG00000175906
379	HPRD	02842
379	Vega	OTTHUMG00000180881
380	HGNC	HGNC:657
381	MIM	103188
381	HGNC	HGNC:658
381	Ensembl	ENSG00000004059
381	HPRD	00055
381	Vega	OTTHUMG00000023246
382	MIM	600464
382	HGNC	HGNC:659
382	Ensembl	ENSG00000165527
382	HPRD	02714
382	Vega	OTTHUMG00000140296
383	MIM	608313
383	HGNC	HGNC:663
383	Ensembl	ENSG00000118520
383	HPRD	01947
383	Vega	OTTHUMG00000015566
384	MIM	107830
384	HGNC	HGNC:664
384	Ensembl	ENSG00000081181
384	HPRD	00143
384	Vega	OTTHUMG00000171807
387	MIM	165390
387	HGNC	HGNC:667
387	Ensembl	ENSG00000067560
387	HPRD	01323
387	Vega	OTTHUMG00000156838
388	MIM	165370
388	HGNC	HGNC:668
388	Ensembl	ENSG00000143878
388	HPRD	01321
388	Vega	OTTHUMG00000090755
389	MIM	165380
389	HGNC	HGNC:669
389	Ensembl	ENSG00000155366
389	HPRD	01322
389	Vega	OTTHUMG00000011905
390	MIM	602924
390	HGNC	HGNC:671
390	Ensembl	ENSG00000115963
390	HPRD	04233
390	Vega	OTTHUMG00000131859
391	MIM	179505
391	HGNC	HGNC:672
391	Ensembl	ENSG00000177105
391	HPRD	01537
391	Vega	OTTHUMG00000012287
392	MIM	602732
392	HGNC	HGNC:673
392	Ensembl	ENSG00000175220
392	HPRD	04108
392	Vega	OTTHUMG00000166567
393	MIM	300023
393	HGNC	HGNC:674
393	Ensembl	ENSG00000089820
393	HPRD	02063
393	Vega	OTTHUMG00000024226
394	MIM	602680
394	HGNC	HGNC:675
394	Ensembl	ENSG00000100852
394	HPRD	04060
395	MIM	300118
395	HGNC	HGNC:676
395	Ensembl	ENSG00000047648
395	HPRD	02124
395	Vega	OTTHUMG00000021134
396	MIM	601925
396	HGNC	HGNC:678
396	Ensembl	ENSG00000141522
396	HPRD	03565
396	Vega	OTTHUMG00000178352
397	MIM	602843
397	HGNC	HGNC:679
397	Ensembl	ENSG00000111348
397	HPRD	04162
397	Vega	OTTHUMG00000168742
398	MIM	602844
398	HGNC	HGNC:680
398	Ensembl	ENSG00000242173
398	HPRD	04163
398	Vega	OTTHUMG00000064892
399	MIM	602037
399	HGNC	HGNC:686
399	Ensembl	ENSG00000168421
399	HPRD	03616
400	MIM	603425
400	HGNC	HGNC:692
400	Ensembl	ENSG00000120805
400	HPRD	04574
400	Vega	OTTHUMG00000170271
401	MIM	602753
401	HGNC	HGNC:691
401	Ensembl	ENSG00000165462
401	HPRD	04129
401	Vega	OTTHUMG00000167899
402	MIM	601175
402	HGNC	HGNC:693
402	Ensembl	ENSG00000213465
402	HPRD	11869
402	Vega	OTTHUMG00000165728
403	MIM	604695
403	HGNC	HGNC:694
403	Ensembl	ENSG00000138175
403	HPRD	05260
403	Vega	OTTHUMG00000018965
405	MIM	126110
405	HGNC	HGNC:700
405	Ensembl	ENSG00000143437
405	HPRD	00524
405	Vega	OTTHUMG00000035011
406	MIM	602550
406	HGNC	HGNC:701
406	Ensembl	ENSG00000133794
406	HPRD	03973
406	Vega	OTTHUMG00000150623
407	MIM	301770
407	HGNC	HGNC:710
407	Ensembl	ENSG00000120500
407	HPRD	02358
407	Vega	OTTHUMG00000021768
408	MIM	107940
408	HGNC	HGNC:711
408	Ensembl	ENSG00000137486
408	HPRD	00146
408	Vega	OTTHUMG00000165444
409	MIM	107941
409	HGNC	HGNC:712
409	Ensembl	ENSG00000141480
409	HPRD	00147
409	Vega	OTTHUMG00000090759
410	MIM	607574
410	HGNC	HGNC:713
410	Ensembl	ENSG00000100299
410	HPRD	09617
410	Vega	OTTHUMG00000150180
411	MIM	611542
411	HGNC	HGNC:714
411	Ensembl	ENSG00000113273
411	HPRD	08358
411	Vega	OTTHUMG00000108129
412	MIM	300747
412	HGNC	HGNC:11425
412	Ensembl	ENSG00000101846
412	HPRD	02389
412	Vega	OTTHUMG00000021102
413	MIM	301780
413	HGNC	HGNC:716
414	MIM	300002
414	HGNC	HGNC:717
414	Ensembl	ENSG00000006756
414	HPRD	02048
414	Vega	OTTHUMG00000021077
415	MIM	300180
415	HGNC	HGNC:719
415	Ensembl	ENSG00000157399
415	HPRD	02171
415	Vega	OTTHUMG00000137358
416	MIM	300003
416	HGNC	HGNC:721
416	Ensembl	ENSG00000062096
416	HPRD	02049
416	Vega	OTTHUMG00000021081
417	MIM	601625
417	HGNC	HGNC:723
417	Ensembl	ENSG00000129744
417	HPRD	03377
417	Vega	OTTHUMG00000011845
418	HGNC	HGNC:724
419	MIM	603086
419	HGNC	HGNC:725
419	Ensembl	ENSG00000156219
419	HPRD	04363
419	Vega	OTTHUMG00000130110
420	MIM	110600
420	HGNC	HGNC:726
420	HPRD	04364
421	MIM	602269
421	HGNC	HGNC:728
421	Ensembl	ENSG00000099889
421	HPRD	03778
421	Vega	OTTHUMG00000030426
424	MIM	602086
424	HGNC	HGNC:731
425	MIM	602087
425	HGNC	HGNC:732
427	MIM	613468
427	HGNC	HGNC:735
427	Ensembl	ENSG00000104763
427	HPRD	01969
427	Vega	OTTHUMG00000096997
429	MIM	100790
429	HGNC	HGNC:738
429	Ensembl	ENSG00000139352
429	HPRD	00011
429	Vega	OTTHUMG00000169967
430	MIM	601886
430	HGNC	HGNC:739
430	Ensembl	ENSG00000183734
430	HPRD	03533
430	Vega	OTTHUMG00000009648
431	MIM	108800
431	HGNC	HGNC:741
432	MIM	108360
432	HGNC	HGNC:742
432	Ensembl	ENSG00000141505
432	HPRD	00151
432	Vega	OTTHUMG00000102159
433	MIM	108361
433	HGNC	HGNC:743
433	Ensembl	ENSG00000161944
433	HPRD	00152
433	Vega	OTTHUMG00000102158
434	MIM	600201
434	HGNC	HGNC:745
434	Ensembl	ENSG00000101440
434	HPRD	02562
434	Vega	OTTHUMG00000032289
435	MIM	608310
435	HGNC	HGNC:746
435	Ensembl	ENSG00000126522
435	HPRD	01948
435	Vega	OTTHUMG00000022876
436	HGNC	HGNC:747
438	MIM	300015
438	MIM	402500
438	HGNC	HGNC:750
438	Ensembl	ENSG00000196433
438	HPRD	02058
438	Vega	OTTHUMG00000021065
439	MIM	601913
439	HGNC	HGNC:752
439	Ensembl	ENSG00000198356
439	HPRD	03555
439	Vega	OTTHUMG00000180355
440	MIM	108370
440	HGNC	HGNC:753
440	Ensembl	ENSG00000070669
440	HPRD	00153
440	Vega	OTTHUMG00000022892
442	HGNC	HGNC:755
443	MIM	608034
443	HGNC	HGNC:756
443	HPRD	02033
444	MIM	600582
444	HGNC	HGNC:757
444	Ensembl	ENSG00000198363
444	HPRD	08996
444	Vega	OTTHUMG00000164375
445	MIM	603470
445	HGNC	HGNC:758
445	Ensembl	ENSG00000130707
445	HPRD	04590
445	Vega	OTTHUMG00000020806
447	HGNC	HGNC:765
449	HGNC	HGNC:767
450	HGNC	HGNC:768
451	HGNC	HGNC:769
453	HGNC	HGNC:771
454	HGNC	HGNC:772
455	HGNC	HGNC:760
459	HGNC	HGNC:764
460	MIM	600904
460	HGNC	HGNC:773
460	Ensembl	ENSG00000152092
460	HPRD	09019
460	Vega	OTTHUMG00000035041
462	MIM	107300
462	HGNC	HGNC:775
462	Ensembl	ENSG00000117601
462	HPRD	00122
462	Vega	OTTHUMG00000037276
463	MIM	104155
463	HGNC	HGNC:777
463	Ensembl	ENSG00000140836
463	HPRD	00075
463	Vega	OTTHUMG00000137599
465	MIM	208500
465	HGNC	HGNC:780
466	MIM	123803
466	HGNC	HGNC:783
466	Ensembl	ENSG00000123268
466	HPRD	00440
466	Vega	OTTHUMG00000169482
467	MIM	603148
467	HGNC	HGNC:785
467	Ensembl	ENSG00000162772
467	HPRD	04395
467	Vega	OTTHUMG00000036747
468	MIM	604064
468	HGNC	HGNC:786
468	Ensembl	ENSG00000128272
468	HPRD	06817
468	Vega	OTTHUMG00000151099
469	HGNC	HGNC:789
470	MIM	108725
470	HGNC	HGNC:793
471	MIM	601731
471	HGNC	HGNC:794
471	Ensembl	ENSG00000138363
471	HPRD	03434
471	Vega	OTTHUMG00000133023
472	MIM	607585
472	HGNC	HGNC:795
472	Ensembl	ENSG00000149311
472	HPRD	06347
472	Vega	OTTHUMG00000166480
473	MIM	605226
473	HGNC	HGNC:9965
473	Ensembl	ENSG00000142599
473	HPRD	05566
473	Vega	OTTHUMG00000001765
474	MIM	601461
474	HGNC	HGNC:797
474	HPRD	03270
475	MIM	602270
475	HGNC	HGNC:798
475	Ensembl	ENSG00000177556
475	HPRD	03779
476	MIM	182310
476	HGNC	HGNC:799
476	Ensembl	ENSG00000163399
476	HPRD	01662
476	Vega	OTTHUMG00000012109
477	MIM	182340
477	HGNC	HGNC:800
477	Ensembl	ENSG00000018625
477	HPRD	01665
477	Vega	OTTHUMG00000024080
478	MIM	182350
478	HGNC	HGNC:801
478	Ensembl	ENSG00000105409
478	HPRD	01666
478	Vega	OTTHUMG00000137384
479	MIM	182360
479	HGNC	HGNC:13816
479	Ensembl	ENSG00000075673
479	HPRD	01667
479	Vega	OTTHUMG00000016588
480	MIM	607321
480	HGNC	HGNC:14073
480	Ensembl	ENSG00000132681
480	HPRD	09541
480	Vega	OTTHUMG00000031609
481	MIM	182330
481	HGNC	HGNC:804
481	Ensembl	ENSG00000143153
481	HPRD	01663
481	Vega	OTTHUMG00000034590
482	MIM	182331
482	HGNC	HGNC:805
482	Ensembl	ENSG00000129244
482	HPRD	01664
482	Vega	OTTHUMG00000178018
483	MIM	601867
483	HGNC	HGNC:806
483	Ensembl	ENSG00000069849
483	HPRD	03521
483	Vega	OTTHUMG00000159081
484	HGNC	HGNC:807
485	HGNC	HGNC:809
486	MIM	601814
486	HGNC	HGNC:4026
486	Ensembl	ENSG00000137731
486	HPRD	03487
486	Vega	OTTHUMG00000166990
487	MIM	108730
487	HGNC	HGNC:811
487	Ensembl	ENSG00000196296
487	HPRD	00157
487	Vega	OTTHUMG00000131760
488	MIM	108740
488	HGNC	HGNC:812
488	Ensembl	ENSG00000174437
488	HPRD	00161
488	Vega	OTTHUMG00000169327
489	MIM	601929
489	HGNC	HGNC:813
489	Ensembl	ENSG00000074370
489	HPRD	03568
489	Vega	OTTHUMG00000177674
490	MIM	108731
490	HGNC	HGNC:814
490	Ensembl	ENSG00000070961
490	HPRD	00158
490	Vega	OTTHUMG00000169946
491	MIM	108733
491	HGNC	HGNC:815
491	Ensembl	ENSG00000157087
491	HPRD	00160
491	Vega	OTTHUMG00000128679
492	MIM	300014
492	HGNC	HGNC:816
492	Ensembl	ENSG00000067842
492	HPRD	02057
492	Vega	OTTHUMG00000024202
493	MIM	108732
493	HGNC	HGNC:817
493	Ensembl	ENSG00000058668
493	HPRD	00159
493	Vega	OTTHUMG00000035906
495	MIM	137216
495	HGNC	HGNC:819
495	Ensembl	ENSG00000105675
495	HPRD	00668
495	Vega	OTTHUMG00000048106
496	MIM	137217
496	HGNC	HGNC:820
496	Ensembl	ENSG00000186009
496	HPRD	00669
496	Vega	OTTHUMG00000140234
498	MIM	164360
498	HGNC	HGNC:823
498	Ensembl	ENSG00000152234
498	HPRD	01258
498	Vega	OTTHUMG00000132637
501	MIM	107323
501	HGNC	HGNC:877
501	Ensembl	ENSG00000164904
501	HPRD	00124
501	Vega	OTTHUMG00000128942
504	HGNC	HGNC:828
506	MIM	102910
506	HGNC	HGNC:830
506	Ensembl	ENSG00000110955
506	HPRD	00044
507	HGNC	HGNC:831
509	MIM	108729
509	HGNC	HGNC:833
509	Ensembl	ENSG00000165629
509	HPRD	00156
509	Vega	OTTHUMG00000017639
513	MIM	603150
513	HGNC	HGNC:837
513	Ensembl	ENSG00000099624
513	HPRD	04397
513	Vega	OTTHUMG00000180143
514	MIM	606153
514	HGNC	HGNC:838
514	HPRD	05856
515	MIM	603270
515	HGNC	HGNC:840
515	HPRD	04467
516	MIM	603192
516	HGNC	HGNC:841
516	Ensembl	ENSG00000159199
516	HPRD	04428
516	Vega	OTTHUMG00000160520
517	MIM	603193
517	HGNC	HGNC:842
517	Ensembl	ENSG00000135390
517	HPRD	04429
517	Vega	OTTHUMG00000133442
518	MIM	602736
518	HGNC	HGNC:843
518	HPRD	04112
520	HGNC	HGNC:844
521	MIM	601519
521	HGNC	HGNC:846
521	Ensembl	ENSG00000169020
521	HPRD	03308
521	Vega	OTTHUMG00000086929
522	MIM	603152
522	HGNC	HGNC:847
522	Ensembl	ENSG00000154723
522	HPRD	04399
522	Vega	OTTHUMG00000078442
523	MIM	607027
523	HGNC	HGNC:851
523	Ensembl	ENSG00000114573
523	HPRD	06120
523	Vega	OTTHUMG00000159295
525	MIM	192132
525	HGNC	HGNC:853
525	Ensembl	ENSG00000116039
525	HPRD	01887
525	Vega	OTTHUMG00000129711
526	MIM	606939
526	HGNC	HGNC:854
526	Ensembl	ENSG00000147416
526	HPRD	06088
526	Vega	OTTHUMG00000131073
527	MIM	108745
527	HGNC	HGNC:855
527	Ensembl	ENSG00000185883
527	HPRD	00162
527	Vega	OTTHUMG00000128865
528	MIM	603097
528	HGNC	HGNC:856
528	Ensembl	ENSG00000155097
528	HPRD	04371
528	Vega	OTTHUMG00000164761
529	MIM	108746
529	HGNC	HGNC:857
529	Ensembl	ENSG00000131100
529	HPRD	00163
529	Vega	OTTHUMG00000059320
533	MIM	603717
533	HGNC	HGNC:861
533	Ensembl	ENSG00000117410
533	HPRD	04759
533	Vega	OTTHUMG00000008298
534	MIM	606853
534	HGNC	HGNC:862
534	Ensembl	ENSG00000213760
534	HPRD	06030
534	Vega	OTTHUMG00000166618
535	MIM	192130
535	HGNC	HGNC:865
535	Ensembl	ENSG00000033627
535	HPRD	01886
535	Vega	OTTHUMG00000180238
537	MIM	300197
537	HGNC	HGNC:868
537	Ensembl	ENSG00000071553
537	HPRD	02184
537	Vega	OTTHUMG00000033291
538	MIM	300011
538	HGNC	HGNC:869
538	Ensembl	ENSG00000165240
538	HPRD	02054
538	Vega	OTTHUMG00000021885
539	MIM	600828
539	HGNC	HGNC:850
539	Ensembl	ENSG00000241837
539	HPRD	02899
539	Vega	OTTHUMG00000065186
540	MIM	606882
540	HGNC	HGNC:870
540	Ensembl	ENSG00000123191
540	HPRD	06050
540	Vega	OTTHUMG00000017406
541	HGNC	HGNC:878
542	HGNC	HGNC:879
543	HGNC	HGNC:880
544	HGNC	HGNC:881
545	MIM	601215
545	HGNC	HGNC:882
545	Ensembl	ENSG00000175054
545	HPRD	08369
545	Vega	OTTHUMG00000159234
546	MIM	300032
546	HGNC	HGNC:886
546	Ensembl	ENSG00000085224
546	HPRD	02069
546	Vega	OTTHUMG00000022686
547	MIM	601255
547	HGNC	HGNC:888
547	Ensembl	ENSG00000130294
547	HPRD	03156
547	Vega	OTTHUMG00000151940
549	MIM	600529
549	HGNC	HGNC:890
549	Ensembl	ENSG00000148090
549	HPRD	08987
549	Vega	OTTHUMG00000020207
550	MIM	602434
550	HGNC	HGNC:891
550	Ensembl	ENSG00000115307
550	HPRD	03892
550	Vega	OTTHUMG00000129964
551	MIM	192340
551	HGNC	HGNC:894
551	Ensembl	ENSG00000101200
551	HPRD	01891
551	Vega	OTTHUMG00000031733
552	MIM	600821
552	HGNC	HGNC:895
552	HPRD	02894
553	MIM	600264
553	HGNC	HGNC:896
553	HPRD	02600
554	MIM	300538
554	HGNC	HGNC:897
554	Ensembl	ENSG00000126895
554	HPRD	02368
554	Vega	OTTHUMG00000024227
558	MIM	109135
558	HGNC	HGNC:905
558	Ensembl	ENSG00000167601
558	HPRD	00171
558	Vega	OTTHUMG00000182727
560	MIM	415000
560	HGNC	HGNC:908
563	MIM	194460
563	HGNC	HGNC:910
563	Ensembl	ENSG00000160862
563	HPRD	01910
563	Vega	OTTHUMG00000023066
566	MIM	162815
566	HGNC	HGNC:913
566	Ensembl	ENSG00000172232
566	HPRD	01221
566	Vega	OTTHUMG00000187023
567	MIM	109700
567	HGNC	HGNC:914
567	Ensembl	ENSG00000166710
567	HPRD	00189
568	MIM	109710
568	HGNC	HGNC:915
570	MIM	602938
570	HGNC	HGNC:932
570	Ensembl	ENSG00000136881
570	HPRD	08376
571	MIM	602751
571	HGNC	HGNC:935
571	Ensembl	ENSG00000156273
571	HPRD	04127
571	Vega	OTTHUMG00000078878
572	MIM	603167
572	HGNC	HGNC:936
572	Ensembl	ENSG00000002330
572	HPRD	04409
572	Vega	OTTHUMG00000134302
573	MIM	601497
573	HGNC	HGNC:937
573	Ensembl	ENSG00000107262
573	HPRD	03292
574	MIM	605167
574	HGNC	HGNC:942
574	HPRD	05523
575	MIM	602682
575	HGNC	HGNC:943
575	Ensembl	ENSG00000181790
575	HPRD	04062
575	Vega	OTTHUMG00000164732
576	MIM	602683
576	HGNC	HGNC:944
576	Ensembl	ENSG00000121753
576	HPRD	04063
576	Vega	OTTHUMG00000003885
577	MIM	602684
577	HGNC	HGNC:945
577	Ensembl	ENSG00000135298
577	HPRD	04064
577	Vega	OTTHUMG00000014982
578	MIM	600516
578	HGNC	HGNC:949
578	Ensembl	ENSG00000030110
578	HPRD	02744
578	Vega	OTTHUMG00000014530
579	MIM	602183
579	HGNC	HGNC:951
579	Ensembl	ENSG00000109705
579	HPRD	09075
579	Vega	OTTHUMG00000090657
580	MIM	601593
580	HGNC	HGNC:952
580	Ensembl	ENSG00000138376
580	HPRD	03354
580	Vega	OTTHUMG00000133016
581	MIM	600040
581	HGNC	HGNC:959
581	Ensembl	ENSG00000087088
581	HPRD	02498
581	Vega	OTTHUMG00000160476
582	MIM	209901
582	HGNC	HGNC:966
582	Ensembl	ENSG00000174483
582	Ensembl	ENSG00000256349
582	HPRD	01950
582	Vega	OTTHUMG00000167110
582	Vega	OTTHUMG00000167719
583	MIM	606151
583	HGNC	HGNC:967
583	Ensembl	ENSG00000125124
583	HPRD	05855
583	Vega	OTTHUMG00000176943
585	MIM	600374
